,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
117,1598,Arete,U.S.A,2015,Dominican republic,Oko Caribe,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,brownie,nutty,
118,1602,Arete,U.S.A,2015,Ecuador,Camino Verde,75.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,floral,bourbon,
119,1602,Arete,U.S.A,2015,Guatemala,Guatemala,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strawberry,butterscotch,off,
120,1602,Arete,U.S.A,2015,Brazil,Fazenda Camboa,75.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,chemical off,,
121,1908,Arete,U.S.A,2016,Costa rica,"Coto Brus, Terciopelo",70.0,4.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,balanced,cherry,choco,
122,1924,Arete,U.S.A,2016,Peru,Phantom,70.0,4.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,complex,balanced,
123,1724,Arete,U.S.A,2016,Tanzania,Kokoa Kamili,70.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,appealing smoke,woody,,
124,1904,Arete,U.S.A,2016,Nicaragua,Rugoso,70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,muddy,rich cocoa,raspberry,
125,1928,Arete,U.S.A,2016,Dominican republic,Elvesia,70.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dark berry,chocolatey,,
126,1724,Arete,U.S.A,2016,Trinidad,San Juan,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,delicate,simple,,
127,1900,Arete,U.S.A,2016,Vietnam,Tien Giang,73.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cashew,roasty,chunky melt,
128,1904,Arete,U.S.A,2016,Guatemala,Lachua,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,subtle,mysterious,,
129,1908,Arete,U.S.A,2016,Honduras,"La Masica, FHIA",70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,green,,
130,1904,Arete,U.S.A,2016,Ecuador,Hacienda Victoria,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,floral,roasty,
131,1904,Arete,U.S.A,2016,Ecuador,Costa Esmeraldas,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chewy,mild floral,,
132,1928,Arete,U.S.A,2016,Fiji,Matasawalevu,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smoke,hammy,cocoa base,
133,1928,Arete,U.S.A,2016,Vietnam,Lam Dong,73.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,nutty,cardboard,
134,2024,Arete,U.S.A,2017,Bolivia,Beniano,70.0,4.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,bright fruit,,
135,2028,Arete,U.S.A,2017,Haiti,Pisa,70.0,4.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,long lasting,cocoa,,
136,2020,Arete,U.S.A,2017,India,Anamalai,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,slight roasty,basic cocoa,,
137,2020,Arete,U.S.A,2017,Madagascar,Sambirano Valley,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour fruit,,,
138,2020,Arete,U.S.A,2017,Vietnam,Ben Tre,73.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich cocoa,mild roasty,,
139,2028,Arete,U.S.A,2017,Peru,Ucayali,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,fig,anise,
140,2254,Arete,U.S.A,2018,Colombia,Tumaco,70.0,4.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,nutty,cocoa,
141,2068,Arete,U.S.A,2018,Trinidad,Ramnath E.,70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nuts,dried fruit,short,
142,2330,Arete,U.S.A,2019,India,Jangareddygudem,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,herbs,mushroom,acidic,
143,2450,Arete,U.S.A,2019,India,Idukki,70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,burn butterscotch,rubbery,,
144,2162,Argencove,Nicaragua,2018,Nicaragua,Mombacho,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,vegetal,,
145,2162,Argencove,Nicaragua,2018,Nicaragua,Cocibolca,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,rich cocoa,,
146,2162,Argencove,Nicaragua,2018,Nicaragua,Masaya,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,melon,late hammy,,
147,2166,Argencove,Nicaragua,2018,Nicaragua,Apoyo,70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,earthy,hammy,
148,300,Artisan du Chocolat,U.k.,2008,Congo,Congo,72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,minty,vegetal,
149,363,Artisan du Chocolat,U.k.,2009,Dominican republic,Dominican Republic,72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spice,cocoa,short,
150,363,Artisan du Chocolat,U.k.,2009,Madagascar,Madagascar,80.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sl. bitter,cherry,rich,
151,363,Artisan du Chocolat,U.k.,2009,Peru,Peru,75.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicey,mild metallic,,
152,355,Artisan du Chocolat,U.k.,2009,Indonesia,Java,72.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,very smokey,sour,
153,355,Artisan du Chocolat,U.k.,2009,Venezuela,"Ocumare, Venezuela",75.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,nutty,burnt,sour
154,363,Artisan du Chocolat,U.k.,2009,Brazil,Brazil Rio Doce,72.0,1.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,dominate off note,,
155,531,Artisan du Chocolat,U.k.,2010,Jamaica,Jamaica,72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grassy,black licorice,mint,
156,600,Artisan du Chocolat,U.k.,2010,Indonesia,Bali,72.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,black pepper and banana,,,
157,600,Artisan du Chocolat,U.k.,2010,Costa rica,Costa Rica,72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chewy,grassy,nutty,
158,600,Artisan du Chocolat,U.k.,2010,Vietnam,Ba Ria Vung Tau Province,72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,unrefined,distinct spicey,,
159,729,Artisan du Chocolat,U.k.,2011,Haiti,Haiti,72.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nuts,butterscotch,brownie,
160,745,Artisan du Chocolat,U.k.,2011,Panama,Panama,72.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,blackpepper,chemical,rubber,
161,947,Artisan du Chocolat,U.k.,2012,Colombia,"Colombia, Casa Luker",72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,marshmallow,roasty,nutty,
162,1193,Artisan du Chocolat,U.k.,2013,Trinidad,"Trinidad, Heritage, Limited ed.",72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,nutty,,
163,1181,Artisan du Chocolat (Casa Luker),U.k.,2013,Colombia,"Orinoqua Region, Arauca",72.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,marshmallow,off,
164,175,Askinosie,U.S.A,2007,Ecuador,San Jose del Tambo,70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,astringent,cocoa,
165,141,Askinosie,U.S.A,2007,Mexico,Xoconusco,75.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,leather,black licorice,off,
166,331,Askinosie,U.S.A,2009,Philippines,Davao,77.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strawberries,mild tart,roasty,
167,647,Askinosie,U.S.A,2011,Tanzania,"Tenende, Uwate",72.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,woody,cocoa,
168,661,Askinosie,U.S.A,2011,Honduras,Cortes,70.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grapes,woody,roasty,
169,1780,Askinosie,U.S.A,2016,Tanzania,Mababa,68.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,rich,blueberry,
170,2434,Atypic,Australia,2019,Solomon islands,Solomon Islands,70.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,off aroma,vegetal,honey,sandy
171,2056,Auro,Philippines,2018,Philippines,"Saloy E., 2016",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,long,bright fruit,sweet,sour
172,2056,Auro,Philippines,2018,Philippines,"Paquibao E., 2016",70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,waxy,dried fruit,,
173,2056,Auro,Philippines,2018,Philippines,South Cotabato,70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,roasty,nutty,
174,2056,Auro,Philippines,2018,Philippines,Davao,77.0,2.75,4,have_bean,have_not_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,vanilla,,
175,995,Bahen & Co.,Australia,2012,Madagascar,Sambirano,70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,unrefined,flat,grassy,
176,999,Bahen & Co.,Australia,2012,Brazil,Bahia,70.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chalky,intense,chemical,
177,999,Bahen & Co.,Australia,2012,Blend,Houseblend,70.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chalky,fragrant,then off,
178,1474,Bahen & Co.,Australia,2015,Papua new guinea,Papua New Guinea,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smoke,ham,papaya,
179,1474,Bahen & Co.,Australia,2015,Blend,Houseblend,80.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,coarse,smokey,metallic,
180,2146,Baiani,Brazil,2018,Brazil,"Bahia, Vale Potumujo",70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bland,sugary,large grits,
181,1454,Bakau,Peru,2015,Peru,"Huallabamba, 2015",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,black pepper,cardamom,,
182,1454,Bakau,Peru,2015,Peru,"Bambamarca, 2015",70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,caramel,pungent,
183,2294,Bankston,U.S.A,2019,Tanzania,Kokoa Kamili,72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,base cocoa,mild fruit,roasty,
184,2294,Bankston,U.S.A,2019,Uganda,Uganda,82.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bitter,fatty,mild fruit,
185,2290,Bankston,U.S.A,2019,Belize,Belize,72.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,fatty,sour,off
186,983,Bar Au Chocolat,U.S.A,2012,Madagascar,Sambirano,70.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,raspberry,mild sour,,
187,983,Bar Au Chocolat,U.S.A,2012,Mexico,Chiapas,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,toffee,coffee grounds,
188,983,Bar Au Chocolat,U.S.A,2012,Dominican republic,Duarte Province,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,black pepper,coffee,
189,1295,Bar Au Chocolat,U.S.A,2014,Peru,Maranon Canyon,70.0,4.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,rounded,orange,
190,1554,Bar Au Chocolat,U.S.A,2015,Brazil,Bahia,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,smokey,dried fruit,
191,1980,Bar Au Chocolat,U.S.A,2017,Costa rica,"Turrialba, Cartago P.",72.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,slightly dry,cocoa,berry,
192,1980,Bar Au Chocolat,U.S.A,2017,Trinidad,Montserrat Hills,80.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,tangy,alcohol,
193,955,Baravelli's,Wales,2012,Costa rica,single estate,80.0,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,floral,vanilla,
194,1868,Batch,U.S.A,2016,Brazil,Brazil,70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strawberry,candy flavor,,
195,1840,Batch,U.S.A,2016,Dominican republic,"Dominican Republic, Batch 3",65.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,sweet,fudgey,
196,1880,Batch,U.S.A,2016,Ecuador,Ecuador,65.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,floral,sweet,
197,2374,Bean,U.k.,2019,Peru,Peru,70.0,2.25,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong vanilla,off notes,,
198,1948,Beau Cacao,U.k.,2017,Malaysia,"Serian E., NW Borneo, b. #134/3800",72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smokey,woody,tobacco,
199,1948,Beau Cacao,U.k.,2017,Malaysia,"Asajaya E, NW Borneo, b. #132/4500",73.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,caramel,spice,earthy,
200,1784,Beehive,U.S.A,2016,Brazil,"Brazil, Batch 20316",80.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,bitter,dry,
201,1784,Beehive,U.S.A,2016,Dominican republic,"Dominican Republic, Batch 31616",70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,molasses,
202,1784,Beehive,U.S.A,2016,Ecuador,"Ecuador, Batch 31516",70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,floral,black pepper,
203,1788,Beehive,U.S.A,2016,Ecuador,Ecuador,90.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense floral,bitter,earthy,
204,586,Belcolade,Belgium,2010,Ecuador,Ecuador,71.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,cinamon,nutmeg,
205,586,Belcolade,Belgium,2010,Costa rica,Costa Rica,64.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,pastey,nutty,,
206,586,Belcolade,Belgium,2010,Papua new guinea,Papua New Guinea,64.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,smokey,,
207,586,Belcolade,Belgium,2010,Peru,Peru,64.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,moss,nuts,
208,1800,Bellflower,U.S.A,2016,Tanzania,"Kokao Kamili, Kilombero Valley",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,delicate,melon,
209,1864,Bellflower,U.S.A,2016,Dominican republic,"Oko Caribe, Duarte P.",70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,caramel,mild dried fruit,,
210,1804,Bellflower,U.S.A,2016,Bolivia,"Alto Beni, Palos Blanco",70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,complex,pungent,
211,2190,Belvie,Vietnam,2018,Vietnam,Lam Dong,75.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,high acidity,nutty,roasty,
212,1768,Belyzium,Germany,2016,Belize,Belize south,83.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,balanced,complex,berry,
213,1768,Belyzium,Germany,2016,Belize,Belize south,78.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,nibby,green,
